file,name,x,y,width,length,rotation,split_alpha,opacity
0.png,b000,54.390625,97.96458333333332,16.0,23.0,5.9,None,None
0.png,b001,87.946875,61.67176136363637,16.0,21.0,1.24,None,None
0.png,b010,84.996875,88.46746323529412,14.0,21.0,2.04,None,None
0.png,b011,70.246875,76.11208726415094,15.0,20.0,1.81,None,None
