file,name,x,y,width,length,rotation,split_alpha,opacity
Bacterial_growth_under_the_microscope_Rate_My_Scie_000.jpg,b00,175.0078125,113.6015625,43.0,10.0,5.76,None,0.2
Bacterial_growth_under_the_microscope_Rate_My_Scie_000.jpg,b01,187.49375,143.28125,36.0,10.0,5.5,None,0.2
