name,x,y,width,length,rotation
b000,115.5234375,174.04427083333334,5.0,15.0,0.09
b001,217.3828125,110.38216145833336,4.0,16.0,5.78
b010,218.41796875,115.73046875,3.0,17.0,5.76
b011,220.28125,120.078125,4.0,15.0,5.82
b100,307.234375,81.70833333333333,5.0,15.0,5.3
b101,238.0859375,157.1732536764706,6.0,18.0,5.37
b110,117.1796875,178.357421875,8.0,15.0,0.05
